"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ror-offre-operationnelle","ror-offre-operationnelle.modePriseEnCharge","ror-offre-operationnelle.modePriseEnCharge","","","",1,1,"","","","Coding {[]} {[]}
","Mode de prise en charge proposé","Le mode de prise en charge caractérise l'hébergement ainsi que le niveau de technicité et d'intensité des soins.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R213-ModePriseEnCharge/FHIR/TRE-R213-ModePriseEnCharge?vs","",,,,"OffreOperationnelle.modePriseEnCharge",0,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.modaliteAccueil","ror-offre-operationnelle.modaliteAccueil","","","",0,*,"","","","Coding {[]} {[]}
","Une modalité d’accueil permet de préciser le mode de prise en charge géographiquement (ex. : sur le lieu de vie), technologiquement (ex. : téléconsultation) ou organisationnellement (ex. : accueil séquentiel).","Une modalité d’accueil permet de préciser le mode de prise en charge géographiquement (ex. : sur le lieu de vie), technologiquement (ex. : téléconsultation) ou organisationnellement (ex. : accueil séquentiel).","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R338-ModaliteAccueil/FHIR/TRE-R338-ModaliteAccueil?vs","",,,,"OffreOperationnelle.modaliteAccueil",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.modeGestion","ror-offre-operationnelle.modeGestion","","","",0,*,"","","","Coding {[]} {[]}
","Le mode de gestion indique le mode d’intervention des aides à domicile en fonction de la nature de la relation contractuelle (prestataire, mandataire).","Le mode de gestion indique le mode d’intervention des aides à domicile en fonction de la nature de la relation contractuelle (prestataire, mandataire).","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R236-ModeGestion/FHIR/TRE-R236-ModeGestion?vs","",,,,"OffreOperationnelle.modeGestion",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.uniteSensible","ror-offre-operationnelle.uniteSensible","","","",0,1,"","","","boolean {[]} {[]}
","L’indicateur permet de signaler que toutes les informations de description d'une offre sont confidentielles car elles présentent un risque d'utilisation à des fins malveillantes. Valeurs possibles :0 = L'offre ne revêt pas de caractère sensible et confidentiel1 = L'offre revêt un caractère sensible et confidentiel","L’indicateur permet de signaler que toutes les informations de description d'une offre sont confidentielles car elles présentent un risque d'utilisation à des fins malveillantes. Valeurs possibles :0 = L'offre ne revêt pas de caractère sensible et confidentiel1 = L'offre revêt un caractère sensible et confidentiel","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.uniteSensible",0,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.acteSpecifique","ror-offre-operationnelle.acteSpecifique","","","",0,*,"","","","Coding {[]} {[]}
","Un acte spécifique est une action menée par un ou plusieurs acteur(s) de santé dans le cadre d’une activité. Cet acte peut correspondre à une technique spécialisée ou traduire une expertise discriminante dans le parcours de santé. Les actes réalisés habituellement par l'organisation ne sont pas des actes spécifiques.Les actes spécifiques décrits sont réalisés avec les ressources propres de l’organisation ou via des ressources mises à disposition dans le cadre d’une convention à la condition que ces ressources interviennent sur site dans la réalisation de la prestation.","Un acte spécifique est une action menée par un ou plusieurs acteur(s) de santé dans le cadre d’une activité. Cet acte peut correspondre à une technique spécialisée ou traduire une expertise discriminante dans le parcours de santé. Les actes réalisés habituellement par l'organisation ne sont pas des actes spécifiques.Les actes spécifiques décrits sont réalisés avec les ressources propres de l’organisation ou via des ressources mises à disposition dans le cadre d’une convention à la condition que ces ressources interviennent sur site dans la réalisation de la prestation.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R210-ActeSpecifique/FHIR/TRE-R210-ActeSpecifique?vs","",,,,"OffreOperationnelle.acteSpecifique",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.acteRealiseHorsCabinet","ror-offre-operationnelle.acteRealiseHorsCabinet","","","",0,*,"","","","Coding {[]} {[]}
","Ce champ est renseigné (à la place de l’attribut acteSpecifique) pour les actes spécifiques réalisés hors cabinet pour décrire l’offre de santé des médecins libéraux, au sein d’un établissement.La description des actes réalisés hors cabinet permet une orientation d'un patient vers un cabinet pour consultation préalable à la réalisation de cet acte spécifique.","Ce champ est renseigné (à la place de l’attribut acteSpecifique) pour les actes spécifiques réalisés hors cabinet pour décrire l’offre de santé des médecins libéraux, au sein d’un établissement.La description des actes réalisés hors cabinet permet une orientation d'un patient vers un cabinet pour consultation préalable à la réalisation de cet acte spécifique.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R210-ActeSpecifique/FHIR/TRE-R210-ActeSpecifique?vs","",,,,"OffreOperationnelle.acteRealiseHorsCabinet",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.specialisationPriseEnCharge","ror-offre-operationnelle.specialisationPriseEnCharge","","","",0,*,"","","","Coding {[]} {[]}
","Une spécialisation de prise en charge correspond à un regroupement de troubles, de pathologies ou de déficiences qui nécessitent la mobilisation d'expertises, de compétences et/ou d'équipements spécifiques pouvant être discriminants dans le choix d’orientation du patient.","Une spécialisation de prise en charge correspond à un regroupement de troubles, de pathologies ou de déficiences qui nécessitent la mobilisation d'expertises, de compétences et/ou d'équipements spécifiques pouvant être discriminants dans le choix d’orientation du patient.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R245-SpecialisationDePriseEnCharge/FHIR/TRE-R245-SpecialisationDePriseEnCharge?vs","",,,,"OffreOperationnelle.specialisationPriseEnCharge",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.habilitationAuxSoinsSansConsentement","ror-offre-operationnelle.habilitationAuxSoinsSansConsentement","","","",0,1,"","","","boolean {[]} {[]}
","Cet indicateur permet d'identifier les offres pour lesquelles un établissement est autorisé par le directeur général de l’ARS après avis du préfet, à prendre en charge des patients sans leur consentement.   Valeurs possibles :  0 = pas d'habilitation 1 = habilitation","Cet indicateur permet d'identifier les offres pour lesquelles un établissement est autorisé par le directeur général de l’ARS après avis du préfet, à prendre en charge des patients sans leur consentement.   Valeurs possibles :  0 = pas d'habilitation 1 = habilitation","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.habilitationAuxSoinsSansConsentement",0,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.ouvertureAnnuelle","ror-offre-operationnelle.ouvertureAnnuelle","","","",0,1,"","","","Coding {[]} {[]}
","L’ouverture annuelle indique le nombre de jours maximum dans l’année au cours desquels l'offre peut être proposée par l'établissement.","L’ouverture annuelle indique le nombre de jours maximum dans l’année au cours desquels l'offre peut être proposée par l'établissement.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R238-OuvertureAnnuelle/FHIR/TRE-R238-OuvertureAnnuelle?vs","",,,,"OffreOperationnelle.ouvertureAnnuelle",0,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.zoneIntervention","ror-offre-operationnelle.zoneIntervention","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/DivisionTerritoriale {[]} {[]}
","Correspond au périmètre géographique dans lequel habitent les personnes pouvant être prises en charge pour l'offre décrite. Cela inclus notamment les divisions territoriales dans lesquelles les professionnels se déplacent.","Correspond au périmètre géographique dans lequel habitent les personnes pouvant être prises en charge pour l'offre décrite. Cela inclus notamment les divisions territoriales dans lesquelles les professionnels se déplacent.","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.zoneIntervention",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.secteurPsychiatrique","ror-offre-operationnelle.secteurPsychiatrique","","","",0,*,"","","","string {[]} {[]}
","Le secteur de psychiatrie (ou sectorisation) correspond à une aire géographique à laquelle sont rattachées des structures de relais et de soins qui prennent en charge des patients résidants sur ce secteur. Cet attribut est le libellé du secteur de psychiatrie.Des travaux sont actuellement en cours pour structurer cette donnée comme un Lieu.","Le secteur de psychiatrie (ou sectorisation) correspond à une aire géographique à laquelle sont rattachées des structures de relais et de soins qui prennent en charge des patients résidants sur ce secteur. Cet attribut est le libellé du secteur de psychiatrie.Des travaux sont actuellement en cours pour structurer cette donnée comme un Lieu.","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.secteurPsychiatrique",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.professionRessource","ror-offre-operationnelle.professionRessource","","","",0,*,"","","","Coding {[]} {[]}
","La profession ressource traduit la mobilisation de métiers qui constituent un facteur différenciant dans la réalisation de l'offre.","La profession ressource traduit la mobilisation de métiers qui constituent un facteur différenciant dans la réalisation de l'offre.","","","","","","","","","",,"preferred","","https://interop.esante.gouv.fr/ig/mos/ValueSet/professionRessource-vs|0.1.0-ballot","",,,,"OffreOperationnelle.professionRessource",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.competenceSpecifique","ror-offre-operationnelle.competenceSpecifique","","","",0,*,"","","","Coding {[]} {[]}
","La compétence spécifique correspond à une capacité ou connaissance reconnue qui permet ou facilite l’accueil d’une personne. La compétence spécifique n’est ni une spécialité ordinale, ni une profession.","La compétence spécifique correspond à une capacité ou connaissance reconnue qui permet ou facilite l’accueil d’une personne. La compétence spécifique n’est ni une spécialité ordinale, ni une profession.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R243-CompetenceSpecifique/FHIR/TRE-R243-CompetenceSpecifique?vs","",,,,"OffreOperationnelle.competenceSpecifique",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.niveauExpertise","ror-offre-operationnelle.niveauExpertise","","","",0,*,"","","","Coding {[]} {[]}
","Le niveau d'expertise atteste du niveau de ressources humaines et matérielles engagées dans la réalisation de l'offre et défini dans un cahier des charges officiel.","Le niveau d'expertise atteste du niveau de ressources humaines et matérielles engagées dans la réalisation de l'offre et défini dans un cahier des charges officiel.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R344-NiveauExpertise/FHIR/TRE-R344-NiveauExpertise?vs","",,,,"OffreOperationnelle.niveauExpertise",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.typeFermeture","ror-offre-operationnelle.typeFermeture","","","",0,1,"","","","Coding {[]} {[]}
","Le type de fermeture indique la temporalité d'arrêt de réalisation de l'offre.","Le type de fermeture indique la temporalité d'arrêt de réalisation de l'offre.","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R286-TypeFermeture/FHIR/TRE-R286-TypeFermeture?vs","",,,,"OffreOperationnelle.typeFermeture",0,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.dateFermeture","ror-offre-operationnelle.dateFermeture","","","",0,1,"","","","date {[]} {[]}
","Date à partir de laquelle l'offre n'est plus active dans le ROR","La date de fermeture d'une offre correspond à la date effective à partir de laquelle l'offre n'est plus assurée. Cette date de fermeture est caractérisée par un type de fermeture. Lorsqu'il s'agit d'une fermeture temporaire, la date est remise à nulle lorsque l'offre est ouverte de nouveau.","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.dateFermeture",0,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.datePrevisionnelleReouverture","ror-offre-operationnelle.datePrevisionnelleReouverture","","","",0,1,"","","","date {[]} {[]}
","La date de réouverture correspond à la date prévisionnelle à partir de laquelle l'offre sera de nouveau assurée. Elle s'applique lors d'une période de fermeture temporaire.","La date de réouverture correspond à la date prévisionnelle à partir de laquelle l'offre sera de nouveau assurée. Elle s'applique lors d'une période de fermeture temporaire.","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.datePrevisionnelleReouverture",0,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.horaire","ror-offre-operationnelle.horaire","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/Horaire {[]} {[]}
","Décrit le planning d'activité.","Décrit le planning d'activité.","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.horaire",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.contact","ror-offre-operationnelle.contact","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/Contact {[]} {[]}
","Personne ou service qui agit comme point de contact auprès d'une autre personne ou d'un autre service. Les moyens de contact sont précisés (numéro de téléphone, fax, email, site internet).","Personne ou service qui agit comme point de contact auprès d'une autre personne ou d'un autre service. Les moyens de contact sont précisés (numéro de téléphone, fax, email, site internet).","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.contact",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.boiteLettreMSS","ror-offre-operationnelle.boiteLettreMSS","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/BoiteLettreMSS {[]} {[]}
","Boîte(s) aux lettres du service de messagerie sécurisée de santé (MSS) rattachée(s) à l’Offre opérationnelle.","Boîte(s) aux lettres du service de messagerie sécurisée de santé (MSS) rattachée(s) à l’Offre opérationnelle.","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.boiteLettreMSS",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.ActiviteOperationnelle","ror-offre-operationnelle.ActiviteOperationnelle","","","",1,*,"","","","Base {[]} {[]}
","Une activité opérationnelle est un ensemble cohérent d’actions et de pratiques mises en oeuvre pour participer au rétablissement ou à l’entretien de la Santé d’une personne. L’activité peut être d’ordre médical ou sanitaire, à visée sociale, ou encore de l’ordre de l’accompagnement dans le quotidien. Les activités opérationnelles peuvent être regroupées au sein de familles d’activités.Cet ensemble opérationnel est plus détaillé qu'une activité soumise à autorisation préalable de l'ARS.Dans le secteur médico-social, chaque activité est rattachée à une famille d'activités (prestation niveau 4 de Serafin).Les activités décrites sont réalisées avec les ressources propres de la structure ou mises à disposition dans le cadre d’une convention à la condition qu'elles interviennent sur site.","Une activité opérationnelle est un ensemble cohérent d’actions et de pratiques mises en oeuvre pour participer au rétablissement ou à l’entretien de la Santé d’une personne. L’activité peut être d’ordre médical ou sanitaire, à visée sociale, ou encore de l’ordre de l’accompagnement dans le quotidien. Les activités opérationnelles peuvent être regroupées au sein de familles d’activités.Cet ensemble opérationnel est plus détaillé qu'une activité soumise à autorisation préalable de l'ARS.Dans le secteur médico-social, chaque activité est rattachée à une famille d'activités (prestation niveau 4 de Serafin).Les activités décrites sont réalisées avec les ressources propres de la structure ou mises à disposition dans le cadre d’une convention à la condition qu'elles interviennent sur site.","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.ActiviteOperationnelle",1,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.ActiviteOperationnelle.activiteOperationnelle","ror-offre-operationnelle.ActiviteOperationnelle.activiteOperationnelle","","","",0,1,"","","","Coding {[]} {[]}
","Code définissant l’activité opérationnelle d’une Offre opérationnelle (offre de soin).","Code définissant l’activité opérationnelle d’une Offre opérationnelle (offre de soin).","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R211-ActiviteOperationnelle/FHIR/TRE-R211-ActiviteOperationnelle?vs","",,,,"OffreOperationnelle.ActiviteOperationnelle.activiteOperationnelle",0,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.SituationOperationnelle","ror-offre-operationnelle.SituationOperationnelle","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/SituationOperationnelle {[]} {[]}
","Lien vers la classe SituationOperationnelle","Lien vers la classe SituationOperationnelle","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.SituationOperationnelle",0,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.Patientele","ror-offre-operationnelle.Patientele","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/Patientele {[]} {[]}
","Lien vers la classe Patientele","Lien vers la classe Patientele","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.Patientele",1,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.EntiteGeographique","ror-offre-operationnelle.EntiteGeographique","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/EntiteGeographique {[]} {[]}
","Lien vers la classe EntiteGeographique","Lien vers la classe EntiteGeographique","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.EntiteGeographique",0,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.LieuRealisationOffre","ror-offre-operationnelle.LieuRealisationOffre","","","",1,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/LieuRealisationOffre {[]} {[]}
","Lien vers la classe LieuRealisationOffre","Lien vers la classe LieuRealisationOffre","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.LieuRealisationOffre",1,*,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.OrganisationInterne","ror-offre-operationnelle.OrganisationInterne","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/OrganisationInterne {[]} {[]}
","Lien vers la classe OrganisationInterne","Lien vers la classe OrganisationInterne","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.OrganisationInterne",0,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.dateOuverture","ror-offre-operationnelle.dateOuverture","","","",0,1,"","","","date {[]} {[]}
","Date à partir de laquelle l'offre est active dans le ROR","Date d'ouverture de l'offre","","","","","","","","","",,,,,"",,,,"ror-offre-operationnelle.dateOuverture",0,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.entiteGeographique","ror-offre-operationnelle.entiteGeographique","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://interop.esante.gouv.fr/ig/fhir/test-ror/StructureDefinition/ror-entite-geographique|0.1.0]]}
","Lieu de réalisation de l'offre","Entité géographique où l'offre est réalisée","","","","","","","","","",,,,,"",,,,"ror-offre-operationnelle.entiteGeographique",1,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.organisationInterne","ror-offre-operationnelle.organisationInterne","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://interop.esante.gouv.fr/ig/fhir/test-ror/StructureDefinition/ror-organisation-interne|0.1.0]]}
","Pôle, service ou unité qui porte l'offre","Organisation interne porteuse de l'offre","","","","","","","","","",,,,,"",,,,"ror-offre-operationnelle.organisationInterne",0,1,"",""
"ror-offre-operationnelle","ror-offre-operationnelle.tarifInformation","ror-offre-operationnelle.tarifInformation","","","",0,1,"","","","string {[]} {[]}
","Information sur les tarifs pratiqués (texte libre)","Information tarifaire","","","","","","","","","",,,,,"",,,,"ror-offre-operationnelle.tarifInformation",0,1,"",""
"ror-organisation-interne","ror-organisation-interne","ror-organisation-interne","","","",0,*,"","","","null {[]} {[]}
","ROR - Organisation Interne","Modèle logique ROR représentant une organisation interne d'une structure de santé (pôle, service, unité fonctionnelle). Cette entité n'existe pas dans le MOS et est propre au ROR.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ror-organisation-interne","ror-organisation-interne.identifiant","ror-organisation-interne.identifiant","","","",1,1,"","","","Identifier {[]} {[]}
","Identifiant unique dans le ROR","Identifiant de l'organisation interne","","","","","","","","","",,,,,"",,,,"ror-organisation-interne.identifiant",1,1,"",""
"ror-organisation-interne","ror-organisation-interne.nom","ror-organisation-interne.nom","","","",1,1,"","","","string {[]} {[]}
","Libellé du pôle, service ou unité","Nom de l'organisation interne","","","","","","","","","",,,,,"",,,,"ror-organisation-interne.nom",1,1,"",""
"ror-organisation-interne","ror-organisation-interne.type","ror-organisation-interne.type","","","",1,1,"","","","Coding {[]} {[]}
","Pôle | Service | Unité fonctionnelle | Unité de soins","Type d'organisation interne","","","","","","","","","",,"extensible","Type d'organisation interne ROR","","",,,,"ror-organisation-interne.type",1,1,"",""
"ror-organisation-interne","ror-organisation-interne.entiteGeographiqueRattachement","ror-organisation-interne.entiteGeographiqueRattachement","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://interop.esante.gouv.fr/ig/fhir/test-ror/StructureDefinition/ror-entite-geographique|0.1.0]]}
","Entité géographique à laquelle appartient cette organisation","Entité géographique de rattachement","","","","","","","","","",,,,,"",,,,"ror-organisation-interne.entiteGeographiqueRattachement",1,1,"",""
"ror-organisation-interne","ror-organisation-interne.responsable","ror-organisation-interne.responsable","","","",0,1,"","","","BackboneElement {[]} {[]}
","Professionnel responsable du pôle ou service","Responsable de l'organisation","","","","","","","","","",,,,,"",,,,"ror-organisation-interne.responsable",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ror-organisation-interne","ror-organisation-interne.responsable.id","ror-organisation-interne.responsable.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"ror-organisation-interne","ror-organisation-interne.responsable.extension","ror-organisation-interne.responsable.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ror-organisation-interne","ror-organisation-interne.responsable.modifierExtension","ror-organisation-interne.responsable.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ror-organisation-interne","ror-organisation-interne.responsable.nom","ror-organisation-interne.responsable.nom","","","",1,1,"","","","string {[]} {[]}
","Nom du responsable","Nom du responsable","","","","","","","","","",,,,,"",,,,"ror-organisation-interne.responsable.nom",1,1,"",""
"ror-organisation-interne","ror-organisation-interne.responsable.prenom","ror-organisation-interne.responsable.prenom","","","",0,1,"","","","string {[]} {[]}
","Prénom du responsable","Prénom du responsable","","","","","","","","","",,,,,"",,,,"ror-organisation-interne.responsable.prenom",0,1,"",""
"ror-organisation-interne","ror-organisation-interne.responsable.rpps","ror-organisation-interne.responsable.rpps","","","",0,1,"","","","string {[]} {[]}
","Numéro RPPS du responsable","Numéro RPPS du responsable","","","","","","","","","",,,,,"",,,,"ror-organisation-interne.responsable.rpps",0,1,"",""
"ror-organisation-interne","ror-organisation-interne.offres","ror-organisation-interne.offres","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://interop.esante.gouv.fr/ig/fhir/test-ror/StructureDefinition/ror-offre-operationnelle|0.1.0]]}
","Offres opérationnelles rattachées à cette organisation interne","Offres portées par cette organisation","","","","","","","","","",,,,,"",,,,"ror-organisation-interne.offres",0,*,"",""
"ror-organisation-interne","ror-organisation-interne.dateMiseAJour","ror-organisation-interne.dateMiseAJour","","","",0,1,"","","","dateTime {[]} {[]}
","Horodatage de la dernière modification dans le ROR","Date de mise à jour de la fiche","","","","","","","","","",,,,,"",,,,"ror-organisation-interne.dateMiseAJour",0,1,"",""
